,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,created_at
263,find_evil,having fun with my friends using computers! | infosec | code | commentary | media | politics | leadership | investing @luckycatwealth | @infosecjobs | 🏳️‍🌈✊🏽,"new york, ny",872,22205,12564,3,"Have you gotten the vaccine yet?

#COVID19 
#COVID19Vaccine","['COVID19', 'COVID19Vaccine']",2021-02-26 20:10:52
264,Robert_Hackford,"Multi-Skilled Journalist & Producer @WGRZ ❤ WNY native, @SUNYOswego Alum, Got my start @NewsChannel9
RT≠ endorsements
Story Ideas ❓ robert.hackford@wgrz.com","Buffalo, NY",800,962,5981,0,"#UPDATE to New York state's vaccination tracker ⤵️

As of 1:00 p.m. Friday, more than 4.17 million doses of vaccine have been administered. #COVID19 @WGRZ 

Source: https://t.co/sxqmjbFto0 https://t.co/vxOfSwTDXV","['UPDATE', 'COVID19']",2021-02-26 20:10:36
265,cityofmarkham,"Got questions about COVID-19?
Ask our Virtual Web or Telephone Assistants
24/7 support – anywhere, anytime
https://t.co/FEuTKRNQQ2 or 1.833.926.0929","Markham, Ontario, Canada",504,17953,26690,3,"Markham residents aged 80+ will soon be able to receive the COVID-19 vaccine. 

Vaccinations will be by APPOINTMENT ONLY.
 
Registration starts Mar. 1 at 8:01AM:
https://t.co/aa9ZZYOekn
 
#MarkhamCares 
#WeAreMarkham https://t.co/pTciKhnmDR","['MarkhamCares', 'WeAreMarkham']",2021-02-26 20:10:02
266,alexmeshkin,CEO of @FlowHealthHQ,"Los Angeles, CA",2990,1243,26721,0,You may find this interesting: I have an employee that is more than 28 days post second dose of the Pfizer vaccine. She is now positive and symptomatic. #COVID19Vaccine,['COVID19Vaccine'],2021-02-26 20:09:50
267,rkg04,"Professor & Head, Department of Surgery, GAMC Banda and Paediatric Surgeon, part time sports and political analyst, opinions are personal.",,839,821,21276,0,"Fully protected now. Thank you @narendramodi 
#COVID19Vaccine https://t.co/kaOtFSpoPU",['COVID19Vaccine'],2021-02-26 20:09:13
268,roseanne_blaze,@RNLI Community Fundraising Manager #Hampshire #WestSussex with a love of everything crafty. Can often be found volunteering or dog walking. AKA the Gift Guru.,"Bournemouth, England",452,239,962,0,"Tonight I have written to @Michael4MDNP as my local MP to ask him to be a voice for the millions of #asthma #sufferers who have been let down and at risk by the #COVID19Vaccine rollout. We are at risk of serious illness, hospitalisation and #LongCovid #asthmaticsatrisk @asthmauk","['asthma', 'sufferers', 'COVID19Vaccine', 'LongCovid', 'asthmaticsatrisk']",2021-02-26 20:09:13
269,PoetonaHill,"Poet, Novelist and Blogger. My poems are Snapshots of LIfe. My novels are suspense adventure-thrillers. My blog is entertainment. More info on my website.","Prifdinnas, Cymru",2222,2258,17932,0,"If vaccination passports are inevitable, why not make them double up as voting ID and, at the same time, clean up postal voting. #democracy #covid19 #covid19vaccine","['democracy', 'covid19', 'covid19vaccine']",2021-02-26 20:08:09
270,J_Fredericksen,,"Cedar Falls, IA",954,41,9782,0,"2nd dose of Pfizer today, barely noticed but WOOHOO #COVID19Vaccine #PfizerVaccine #lightattheendofthetunnel","['COVID19Vaccine', 'PfizerVaccine', 'lightattheendofthetunnel']",2021-02-26 20:08:06
271,segacs,"Travelaholic, chocoholic, owner and author of segacs's world i know, a blog about politics, the middle east, and occasionally hockey.",Montreal,186,183,6622,1,@Jul101Vie @patkatee @lisa_iannattone @LTSmash420 @cdube_sante @AssnatQc @marwahrizqy @francoislegault (cont.) TBF there are loads of questions about how effective the #COVID19Vaccine will be for people with #PID -- not all can generate strong antibody response. We're probably stuck waiting for herd immunity regardless. That's why it's so important for EVERYONE to get vaccinated!,"['COVID19Vaccine', 'PID']",2021-02-26 20:08:02
272,carlamitchell97,"💛🐝 Bi, intersectional feminist, adoptee, Mom of 2, she/her, #KHive, Arkansas politics, Podcast junkie, (NNF!! TDF!! SPY!! Sinisterhood!! PFT 😍) #fucktrump",the bad place,4895,2775,22294,0,Got my 2nd Covid shot! No side effects so far. #COVID19Vaccine,['COVID19Vaccine'],2021-02-26 20:07:56
273,AntonyRobart,"Anchor, GLOBAL NEWS MORNING, Toronto; National News Anchor, for multiple markets across Canada; Host, Global TV’s ‘CRIME BEAT’ Antony.Robart@globalnews.ca",Toronto,2427,4814,5763,0,"From Toronto, eventually to Harvard to a breakthrough #mRNA discovery leading to founding #Moderna. Here’s my conversation with Derrick Rossi on the #COVID19Vaccine. #COVID19 https://t.co/WazpKNe20e","['mRNA', 'Moderna', 'COVID19Vaccine', 'COVID19']",2021-02-26 20:07:29
274,CelioCyl,"Randomly opinionated by default, don't take it personal. 

Never take life too seriously, no one is getting out alive... Just enjoy the ride.",🌍,628,725,15582,0,"#ToryLiesCostLives and the NHS
#ToryCorruption Where is the Queen to interve when we need her the most?

*Advertising #COVID19Vaccine
We are beyond doomed, smh https://t.co/ikBVL8DP4r","['ToryLiesCostLives', 'ToryCorruption', 'COVID19Vaccine']",2021-02-26 20:06:56
275,armomelb,"Former Australian Soldier
Antitheist
My opinions are my own","Melbourne, Victoria",2531,2425,573,3,"The government may have its hands full convincing people to get their covid vaccine.
#auspol 
#COVID19 
#COVID19Vaccine https://t.co/laxidSE0Ej","['auspol', 'COVID19', 'COVID19Vaccine']",2021-02-26 20:06:50
276,MenegazLab,Muscle & bone biology and all things mammal feeding. 🐭💀🐷 Co-PI of the @UNTHSC Comparative #Anatomy and #Morphometrics (CAM) lab. 👩‍🔬 Pronouns she/her.,"Fort Worth, Texas",244,259,261,2,Today I got my second dose of #COVID19Vaccine. I'm super grateful to the @TCOM_UNTHSC and @UNTHSC_Pharmacy students working our vaccine clinics!,['COVID19Vaccine'],2021-02-26 20:06:20
277,NHSNWCCG,"Clinical commissioning group serving the Norfolk and Waveney area, formed officially on 1 April 2020. Our role is to buy #healthcare for our 1.2m patients.","Norfolk and Waveney, UK",822,8530,7263,2,"Been invited to have your #COVID19Vaccine by letter? You can either book your appointment via the national booking system or wait to be called by your GP practice. There are options to suit you. If you decide to wait, you will be called, please be patient - we will get to you 🙏 https://t.co/Y78ruye5uz",['COVID19Vaccine'],2021-02-26 20:06:20
278,_lindabach,"I care deeply about animals am former Volunteer at Bryn-y-Maen Animal Centre. I 💜 Cymru, kind people,  my two rescue cats Rosa and Grace. #Animalcircusban","Wales, United Kingdom",357,172,2663,0,Answer on a postcard pls ... just why does this gentleman a permanent resident in 🏴󠁧󠁢󠁷󠁬󠁳󠁿 #Pwllheli have to travel to #England #London to rec his Vac?  Which part of #StayAtHome doesn't he understand?  Slightly confused🙈 #COVID19Vaccine https://t.co/Tvp01r1et2,"['Pwllheli', 'England', 'London', 'StayAtHome', 'COVID19Vaccine']",2021-02-26 20:06:11
279,scotlandpage,To Live And Die Under A Saltire Sky,"Glasgow, Scotland",1531,1505,73992,0,@ianbrown It’s okay less than #six people will probably be exempt as long as it’s only two #households. #COVID19Vaccine,"['six', 'households', 'COVID19Vaccine']",2021-02-26 20:06:03
280,SandyTecimer,"mom (3 kids & 2 dogs), wife, community family doctor || board member: #silvercreekpreschool || running for OMA board director; my views","Toronto, Ontario",555,499,9463,0,"Perhaps we can work to get #COVID19Vaccine started for high risk patients and manually enter them into the Centralized database once the govt is up &amp; running. While not the most efficient way, It will save lives and many family doctors are ready to go now.  @AnnaHollandMD https://t.co/ui6J4TIknt",['COVID19Vaccine'],2021-02-26 20:05:33
281,MakhijaMD,GI+Clinical Nutrition • Obesity Medicine (ABOM diplomat)• Co-Founder of GI Health Centre. • Raptors • VERY proud 🇨🇦,"Toronto, Ontario",1185,449,730,0,Great news to see that India 🇮🇳 saves the day! #COVID19Vaccine https://t.co/Cz0Vc3LnOU,['COVID19Vaccine'],2021-02-26 20:05:28
282,chandler_colin,I WAS A GUEST ON THE BREAKFAST SHOW ON BBC RADIO BERKSHIRE I PLAY GUITAR GOLF AND OTHER SPORTS OH AND BY THE WAY I'M BLIND I AM LOOKING FOR A SPONSOR,england,8874,8246,161394,1,COLIN THE BLIND GUITARISTS NEW INSTRUMENTAL STAY STRONG STAY AT HOME DON'T ROAM @tuckerdalebooth @TtntStudios @09lisa18 @EdHarrisMusic @MattBoydston @KGolf63 @DupyVon @JessieLynnJL #StayHome #COVID19Vaccine https://t.co/BEbyWqLR8M,"['StayHome', 'COVID19Vaccine']",2021-02-26 20:05:18
283,LancsHospitals,"Lancashire Teaching Hospitals NHS Foundation Trust. Excellent care with compassion. Monitored by Communications, Mon-Fri, 9am-5pm. Contact PALS 01772 522972",Preston and Chorley,1853,10271,22416,0,"Are you 64 years old? If you haven’t had your #Covid19vaccine yet, you can expect to receive a letter in the next few days inviting you to attend a vaccination centre or local pharmacy. 

Check your letterbox today and get booked in for your vaccine appointment. https://t.co/8WMJCxNkuw",['Covid19vaccine'],2021-02-26 20:05:05
284,ChadFetyko,Groovy History Teacher,"Colorado Springs, CO",110,9,95,0,"I am about to get shot number one, I'm hoping for Super Soldier but I will take Spidey powers too.  #nohulk #alterdna #COVID19Vaccine","['nohulk', 'alterdna', 'COVID19Vaccine']",2021-02-26 20:04:46
285,neal_B_,"Marketing Manager for a UK wheelchair lift/ elevator company- Works part time, mostly online at home- part time wheelchair user due to CRPS /bone marrow oedema.",United Kingdom,112,111,360,0,@HannahP57341309 I was told that GP practices do not decide which tier #COVID19Vaccine patients are allocated to but instead it is decided centrally and if that central system does not recognise a rare disease like #CRPS then perhaps it ignores your disease and just puts you in the age group!,"['COVID19Vaccine', 'CRPS']",2021-02-26 20:04:46
286,Susan60406426,,Ireland ,343,266,6857,0,"I just signed this petition, will you join me?  https://t.co/XUvIlwckk0 via @UpliftIRL  #covid #vaccine #COVID19Vaccine","['covid', 'vaccine', 'COVID19Vaccine']",2021-02-26 20:04:44
287,Radio_951,"Home of Brother Wease, DiTullio & Moran, and @earldavidreed, @HeyMeganCarter and @onairpat. An @iHeartRadio Station. #Rochester","Rochester, NY",2150,7082,32224,0,"What you need to know about the #johnsonandjohnson #COVID19Vaccine with @lilialuciano from @CBSNews NOW on Earl, Megan and Pat! Listen live here: https://t.co/M37SnGmDp2","['johnsonandjohnson', 'COVID19Vaccine']",2021-02-26 20:04:42
288,moved2italy,Expat Patriot in Italy. 5th Generation Californian fighting Fascism from afar! #OurTimeNow #ForwardTogether #StopTheStupid #CloseTheCamps #NoFascistUSA,Italia ,7449,7869,98808,0,"And while many of my followers dreamed of an ""escape to Europe"" during the tRvmp years, ya might want to rethink that now in terms of getting a vaccine and reaching herd immunity.

America is on track...

Europe is NOT! 😕

#COVID19Vaccine
https://t.co/BC8VMFjHK8",['COVID19Vaccine'],2021-02-26 20:04:15
289,fellcar1,"Proud Mom of 3 amazing young men, my ❤️🌎!! Cancer Mom and advocate for change! Childhood Cancer needs a cure! #nevergiveuphope #thyroidcancer #LCHF living","Belleville, Ontario",399,170,2189,0,Just received my first dose of the vaccine! This was an important one! @QuinteHealth @SEIUHealthCan #COVID19Vaccine https://t.co/5Ob3OR3lzQ,['COVID19Vaccine'],2021-02-26 20:04:08
290,bloisolson,dad of 2 + ceo @fluencemedia a media + content firm : high-stakes comms - publisher @morningtake daily @830wcco; #golf #wine #hockey #politics #entrepreneur,Minneapolis - St. Paul,14370,14934,61108,2,"Based on CDC announcement that 4,000,000 J&amp;J vaccines ready to ship in the next few days - that’s an add. ~72,000 vaccines for Minnesota next week.

Cc: @GovTimWalz

#COVID19Vaccine 
#CovidMN
#mnleg","['COVID19Vaccine', 'CovidMN', 'mnleg']",2021-02-26 20:04:04
291,TuffyThePooh,Run. Wine. Fishing. Cycling. Mom. Wife. Positive thinker. Ed.D. 26.2x 6. Partial knee replacement 6/19. #SPI #RGV #DebChats #Cowboys Insatgram: drdebster,"Texas, USA",3506,6770,61810,0,Round 1 of the moderna vaccine done. It took some wrangling because I’m not 65 but my pacemaker got me in. I want this covid mess to be over already! #COVID19Vaccine #getyours #GetVaccinated https://t.co/Yo9ICy5TKL,"['COVID19Vaccine', 'getyours', 'GetVaccinated']",2021-02-26 20:03:08
292,Indepforlife,,,133,21,1196,0,"@NikkiHaley China has to come completely clean regarding why Covid began. The world deserves that answer. And if that answer is not provided, then that is a huge problem. #covid #COVID19 #COVID19Vaccine","['covid', 'COVID19', 'COVID19Vaccine']",2021-02-26 20:02:42
293,fox11news,"Your station for balanced news and severe weather coverage in #GreenBay, #Appleton, #Oshkosh and all of Northeast Wisconsin.","Green Bay, Wisconsin",599,42965,139782,1,"More than half of Wisconsinites 65 and older have now received a #COVID19Vaccine, as the rolling averages of new cases and deaths declined today. https://t.co/lCdeUGY6s0 https://t.co/L74YIgkW68",['COVID19Vaccine'],2021-02-26 20:02:23
294,RepCasten,"Official twitter account for Rep. Sean Casten, representing #IL06.",,1673,17846,3668,6,"ATTN Residents of DuPage county: @DHCoalition has opened a survey to help ensure everyone in our community will have access to a #COVID19Vaccine &amp; ensure folks with questions have their concerns addressed. 

By completing this survey &amp; helping spread the word, we can save lives. https://t.co/Ur0m9qD3s9",['COVID19Vaccine'],2021-02-26 20:01:58
295,SignumGlobal,"At the intersection of global policy and financial markets. Providing global macro and emerging markets research, analysis & consulting.","New York, London, DC",700,269,233,2,"EU: ‘COVID passport’ initiative unlikely to succeed – but that won’t prevent summer tourism

via @Andrew_D_Bishop on #COVID19Vaccine rollout and #VaccinePassports","['COVID19Vaccine', 'VaccinePassports']",2021-02-26 20:01:51
296,leannewhitten,"Social Worker | Music Lover | The Office obsessed | Newfoundland, Canada.",,424,201,2195,0,A little hope today knowing that I’ll be in Phase 2 for vaccinations along with both my parents! What a relief! 🤞🏻🤞🏻🙌🏻🙌🏻 #hopeful #beenalongroad #COVID19Vaccine #COVID19NL,"['hopeful', 'beenalongroad', 'COVID19Vaccine', 'COVID19NL']",2021-02-26 20:01:21
297,drtcsatish,"Dermatologist at uniCare-Mankhool, Campaigner against Tobacco, alcohol & drugs. loves sports, movie & music enthusiast/organizer",Dubai,32,166,676,0,"@ARanganathan72 @RShivshankar Prevention of infection is not the only aim of vaccines. It's also to prevent severe infection.This means preventing ICU admissions, costly medications,ventilators, long-term sequelae &amp; death. Here's our humble plea ! @SatishSuchetha #COVID19Vaccine https://t.co/1yeeVoPBDy",['COVID19Vaccine'],2021-02-26 20:01:02
298,kabirhbiswas,"Biophysics|Biochemistry|Cell Bio|Biomaterials| Biointerfaces & Biosensors for understanding & controlling cellular signaling in health & disease!
https://t.co/p6PAoBhUyD",Qatar,1768,587,3766,0,"Would be nice to see: A universal coronavirus vaccine https://t.co/fYN7hcgWXW 

#coronavirus #COVID19 #COVID19Vaccine","['coronavirus', 'COVID19', 'COVID19Vaccine']",2021-02-26 20:00:31
299,CCHC4ME,"Official Twitter of Christian Community Health Center, providing high quality health care and social services to our community in and around Chicago.","Chicago, Illinois",217,122,493,0,Appts. available 10a-6p at 9718 S. Halsted and 10a-3p at 901 E. Sibley Blvd. Give us a call at (773)233-4100 to get the #covid19vaccine! #southsidechicago #chicago #gettheshot #covax #southsuburbs #BlackHealth https://t.co/nRkR0eq6PN,"['covid19vaccine', 'southsidechicago', 'chicago', 'gettheshot', 'covax', 'southsuburbs', 'BlackHealth']",2021-02-26 20:00:21
300,RepBowman,"Humbled to serve New York's Sixteenth Congressional District. Member, @EdLaborCmte & @HouseScience. We provide relevant updates on services and legislation.","Washington, DC",90,21550,162,4,Friendly reminder Yonkers and Mount Vernon! You can now register to get vaccinated by visiting https://t.co/T22djiVsdE or calling 833-697-4929.,[],2021-02-26 20:00:01
